"Link","Author Keywords","Index Keywords"
"https://www.scopus.com/pages/publications/105037933062?origin=resultslist","AC optimal power flow; Bilevel optimization; Distributed energy resources; Graph neural network; Physics-informed machine learning; Real-time dispatch; Transmission–distribution co-optimization","Distributed computer systems; Distributed energy; Electric load dispatching; Electric load flow; Electric power transmission; Electric power transmission networks; Graph neural networks; Iterative methods; Optimization; AC optimal power flow; Bi-level optimization; Co-optimization; Distributed Energy Resources; Graph neural networks; Machine-learning; Optimal power flows; Physic-informed machine learning; Real-time dispatch; Transmission–distribution co-optimization; Energy resources"
"https://www.scopus.com/pages/publications/105044838639?origin=resultslist","Cybersecurity; Data science; Energy management; Energy policies; Peer-to-peer trading; Regulatory frameworks",""
"https://www.scopus.com/pages/publications/105036587406?origin=resultslist","Continuation power flow; dynamic line rating; load margin enhancement; multi-fidelity data fusion; N-k contingencies; offshore wind farm; voltage stability","Control system stability; Electric load flow; Electric utilities; Learning systems; Offshore oil well production; Operating costs; Real time control; Sensitivity analysis; Uncertainty analysis; Voltage control; Wind power integration; Continuation power flow; Dynamic line rating; Line ratings; Load margin; Load margin enhancement; Multi fidelities; Multi-fidelity data fusion; N-k contingencies; Offshore winds; Wind farm; Offshore wind farms"
"https://www.scopus.com/pages/publications/105041295071?origin=resultslist","AC/DC hybrid distribution network; Interval dynamic reactive power optimization; Multi-period security limits method; Optimization scenario method; Uncertainties","Electric inverters; Electric power distribution; Electric power system security; Integer programming; Mixed-integer linear programming; Network security; Reactive power; Static Var compensators; Value engineering; Voltage control; AC/DC hybrid distribution network; DC distribution network; Dynamic reactive power optimization; Interval dynamic reactive power optimization; Multi-period; Multi-period security limit method; Optimisations; Optimization scenario method; Scenario methods; Uncertainty; Computational efficiency"
"https://www.scopus.com/pages/publications/105047531010?origin=resultslist","Convex-constrained; Image recovery; Nonlinear equation; Restart technique; Signal processing","algorithm; article; benchmarking; conjugate; human; hybrid; normal human; signal processing"
"https://www.scopus.com/pages/publications/105039015204?origin=resultslist","DER capacity estimation; Grid observability improvement; Non-intrusive net-load disaggregation; PV and ESS capacity estimation; Residual-based feature adjustment","Data curation; Digital storage; Energy resources; Observability; Stochastic control systems; Capacity estimation; Disaggregation; Distributed energy resource capacity estimation; Distributed Energy Resources; Energy; Grid observability improvement; Non-intrusive; Non-intrusive net-load disaggregation; Photovoltaic and energy storage system capacity estimation; Photovoltaics; Residual-based feature adjustment; Resource capacity; Storage systems; System Capacity; Stochastic systems"
"https://www.scopus.com/pages/publications/105043385179?origin=resultslist","Carbon emissions; Climate change; Degradation; Mayfly algorithm; Multi-period optimal power flow; Stochastic optimal power flow; Temperature de-rating","carbon; carbon dioxide; fuel; algorithm; article; carbon emission; climate change; controlled study; degradation; energy; energy resource; environmental temperature; Ephemeroptera; multiobjective optimization; photovoltaics; renewable energy; solar energy; temperature; wind; wind farm; wind power"
"https://www.scopus.com/pages/publications/105041217613?origin=resultslist","Multi-energy complementary system; Optimized operation; Photovoltaics; Solar energy; Solar thermal utilization; System integration","Conversion efficiency; Electric power systems; Photovoltaics; Solar heating; Solar power generation; Stochastic systems; Complementary systems; Energy; Multi energy; Multi-energy complementary system; Optimized operations; Photovoltaics; Solar thermal; Solar thermal utilization; System integration; Thermal utilization; Solar energy"
"https://www.scopus.com/pages/publications/105047779047?origin=resultslist","Dynamic operating conditions; Performance evaluation; Photovoltaic modelling; Single diode model; Temperature coefficients at maximum power point","Errors; Maximum power point trackers; Parameterization; Photovoltaics; Power semiconductor diodes; Software testing; Temperature; Dynamic operating condition; Maximum power point; Operating condition; Performances evaluation; Photovoltaic model; Photovoltaic modules; Point temperature; Single-diode models; Temperature coefficient; Temperature coefficient at maximum power point; accuracy assessment; model validation; parameterization; performance assessment; photovoltaic system; temperature effect; Mean square error"
"https://www.scopus.com/pages/publications/105038646859?origin=resultslist","Machine learning; Support vector machines; Surrogate modeling; Two-stage stochastic unit commitment","Constraint theory; Electric lines; Electric power transmission; Fuel additives; Learning systems; Mathematical transformations; Optimization; Renewable energy; Space power generation; Stochastic models; Stochastic systems; Transmissions; Deterministics; Machine-learning; Power system operations; Renewable energy source; Stochastic unit commitments; Support vectors machine; Surrogate modeling; Transmission-line; Two-stage stochastic unit commitment; Uncertainty; Support vector machines"
"https://www.scopus.com/pages/publications/105038561044?origin=resultslist","Distribution network; Importance of feeders; Maintenance planning; Particle assembly algorithm; Reliability indices",""
"https://www.scopus.com/pages/publications/105046596648?origin=resultslist","AC-induced corrosion; Carson-Clem model; Electromagnetic interference; Harmonic distortion; Pipeline integrity; Power quality; Risk assessment","Corrosion resistant coatings; Corrosive effects; Critical infrastructures; Electric power transmission; Electrochemical corrosion; Electromagnetic induction; Electromagnetic wave interference; Harmonic analysis; Pipeline corrosion; Pipelines; Power quality; Public works; Signal interference; Steel corrosion; Underground corrosion; Wave filters; AC-induced corrosion; Carson-clem model; Co-located; Corrosion risk; Electromagnetics; Harmonics distortion; Pipeline integrity; Power; Risks assessments; Total harmonic distortions; Electromagnetic pulse; Harmonic distortion"
"https://www.scopus.com/pages/publications/105027137618?origin=resultslist","Evolutionary algorithms; GPC algorithm; Parameter identification; PEMFCs; Polarization curves","proton; algorithm; article; benchmarking; electric potential; evolutionary algorithm; fuel; human; hybrid; mean absolute error; mean squared error; membrane; particle swarm optimization; polarization; pressure; root mean squared error; temperature"
